!Kheis	Kheis
iftaarfeesmaal	iftar-feesmaal
iftaarfeesmale	iftaar-feesmale
iftaarfeesmale	iftarfeesmale
iftaarfeesmale	iftar-feesmale
iftaarmaaltyd	iftaar-maaltyd
iftaarmaaltyd	iftarmaaltyd
iftaarmaaltyd	iftar-maaltyd
iftaarmaaltye	iftaar-maaltye
iftaarmaaltye	iftarmaaltye
iftaarmaaltye	iftar-maaltye
ignoratio_elenchi	Ignoratio_elenchi
igtiosourus	ichtiosourus
igtiosourusse	ichtiosourusse
IK	I.K.
Ikabod	ikabod
Ikarus	Icarus
Ikarusvlerke	Icarusvlerke
Ikarusvleuels	Icarusvleuels
IK-toets	IK_toets
IK-toetse	IK_toetse
IK-verskil	I.K.-verskil
IK-verskille	I.K.-verskille
Il_trovatore	Il_Trovatore
ileostomieoperasie	ileostomie-operasie
ileostomieoperasies	ileostomie-operasies
imam	imaam
Imam_Haronweg	Imam_Haron-weg
imams	imaams
imasalil	imazalil
immigrasieteorie	immigrasie-teorie
immittansieoudiometrie	immittansie-oudiometrie
Imodium	Immodium
impi	impie
impileier	impieleier
impileier	impi-leier
impileiers	impieleiers
impileiers	impi-leiers
impi's	impies
in_absentia	In_absentia
in_aeternum	In_aeternum
in_aller_haas	In_aller_haas
in_aller_yl	In_aller_yl
in_blanco	In_blanco
in_blanco	in_blanko
in_blanco	In_blanko
in_camera	In_camera
in_casu	In_casu
in_den_brede	In_den_brede
in_der_haas	In_der_haas
in_der_minne	In_der_minne
in_der_tyd	In_der_tyd
in_der_waarheid	In_der_waarheid
in_die_breë	In_die_breë
in_die_niet	In_die_niet
in_dier_voege	In_dier_voege
in_dubio	In_dubio
in_duplo	In_duplo
in_engere_sin	In_engere_sin
in_ere	In_ere
in_extenso	In_extenso
in_extremis	In_extremis
in_facto	In_facto
in_feite	In_feite
in_forma_pauperis	In_forma_pauperis
in_futurum	In_futurum
in_gebreke	In_gebreke
in_goeder_trou	In_goeder_trou
in_hemelsnaam	In_hemelsnaam
in_hoc_casu	In_hoc_casu
in_hoc_signo	In_hoc_signo
in_hoever	In_hoever
in_hoevêr	In_hoevêr
in_honorem	In_honorem
in_hoogseie_persoon	In_hoogseie_persoon
in_infinitum	In_infinitum
in_lewende_lywe	In_lewende_lywe
in_liefdesnaam	In_liefdesnaam
in_ligtelaai	In_ligtelaai
in_loco	In_loco
in_loco_parentis	In_loco_parentis
in_margine	In_margine
in_medias_res	In_medias_res
in_memoriam	In_memoriam
in_natura	In_natura
in_nomine	In_nomine
in_nomine_Dei	in_nomine_dei
in_nomine_Dei	In_nomine_dei
in_nomine_Dei	In_nomine_Dei
in_nomine_Domini	in_nomine_domini
in_nomine_Domini	In_nomine_domini
in_nomine_Domini	In_nomine_Domini
in_nuce	In_nuce
in_obscuro	In_obscuro
in_optima_forma	In_optima_forma
in_pace	In_pace
in_parenthesi	In_parenthesi
in_patria	In_patria
in_perpetuum	In_perpetuum
in_persona	In_persona
in_petto	In_petto
in_plaas_van	In_plaas_van
in_plano	In_plano
in_pleno	In_pleno
in_praxi	In_praxi
in_re	In_re
in_rep_en_roer	In_rep_en_roer
in_situ	In_situ
in_somma	In_somma
in_sover	In_sover
in_sovêr	In_sovêr
in_soverre	In_soverre
in_spe	In_spe
in_specie	In_specie
in_statu_quo	In_statu_quo
in_stede_van	In_stede_van
in_stee_van	In_stee_van
in_summa	In_summa
in_toto	In_toto
in_transito	In_transito
in_triplo	In_triplo
in_usu	In_usu
in_vacuo	In_vacuo
in_via_juris	in_via_iuris
in_via_juris	In_via_iuris
in_via_juris	In_via_juris
in_vino_veritas	In_vino_veritas
in_vitro	In_vitro
in_vivo	In_vivo
in_voce	In_voce
in_vredesnaam	In_vredesnaam
in_weerwil_van	In_weerwil_van
inbelintekenaar	inbel-intekenaar
inbelintekenaars	inbel-intekenaars
inbelintekenare	inbel-intekenare
inbelkliënt	inbel-kliënt
inbelkliënte	inbel-kliënte
incudes	inkudes
incus	inkus
incusse	inkusse
inderdaad	in_der_daad
inderdaad	In_der_daad
Indianetaal	Indiane-taal
Indianetale	Indiane-tale
indiepteartikel	indiepte-artikel
indiepteartikels	indiepte-artikels
indiwidu	individu
indiwidualis	individualis
indiwidualisasie	individualisasie
indiwidualiseer	individualiseer
indiwidualiserend	individualiserend
indiwidualiserende	individualiserende
indiwidualisering	individualisering
indiwidualiseringsbeginsel	individualiseringsbeginsel
indiwidualisme	individualisme
indiwidualiste	individualiste
indiwidualisties	individualisties
indiwidualistiese	individualistiese
indiwidualiteit	individualiteit
indiwidualiteite	individualiteite
indiwiduasie	individuasie
indiwidue	individue
indiwidueel	individueel
indiwidueelste	individueelste
indiwiduele	individuele
indiwidueler	individueler
indiwidu's	individu's
indiwidu'tjie	individu'tjie
indiwidu'tjies	individu'tjies
indlamudans	indlamu-dans
indo-germanis	indogermanis
indo-germaniste	indogermaniste
indo-germanistiek	indogermanistiek
Indo-Sjina	Indo-China
Indo-Sjinees	Indo-Chinees
Indo-Sjinese	Indo-Chinese
induksiekookplaat	induksie-kookplaat
induksiekookplate	induksie-kookplate
Indusrivier	Indus-rivier
Industriële_Rewolusie	Industriële_Revolusie
Indusvallei	Indus-vallei
inersiesisteem	inersie-sisteem
inersiesisteme	inersie-sisteme
infeksietsoenami	infeksie-tsoenami
infeksietsoenami	infeksietsunami
infeksietsoenami	infeksie-tsunami
infleksie-uitgang	infleksieuitgang
infleksie-uitgange	infleksieuitgange
informasieonttrekking	informasie-onttrekking
informasietegnologieonderneming	informasietegnologie-onderneming
informasietegnologieonderneminge	informasietegnologie-onderneminge
informasietegnologieondernemings	informasietegnologie-ondernemings
informelesektorbedrywighede	informelesektor-bedrywighede
informelesektorbedrywigheid	informelesektor-bedrywigheid
Infoterm	INFOTERM
infra_dignitatem	Infra_dignitatem
infraäkoesties	infra-akoesties
infraäkoestiese	infra-akoestiese
infraäksillêr	infra-aksillêr
infraäksillêre	infra-aksillêre
infrarooisterrestelsel	infrarooi-sterrestelsel
infrarooisterrestelsels	infrarooi-sterrestelsels
infrarooiteleskoop	infrarooi-teleskoop
infrarooiteleskope	infrarooi-teleskope
infrastruktuuragterstand	infrastruktuur-agterstand
infrastruktuuragterstande	infrastruktuur-agterstande
infrastruktuurontwikkeling	infrastruktuur-ontwikkeling
infusorieëaarde	infusorieë-aarde
ingenieurswesestudent	ingenieurswese-student
ingenieurswesestudente	ingenieurswese-studente
Ingwaeone	Ingvaeone
Ingwaeoons	Ingvaeoons
Ingwaeoonse	Ingvaeoonse
inisiasieseremonie	inisiasie-seremonie
inisiasieseremonies	inisiasie-seremonies
injuria	iniuria
inkohatief	inkoatief
inkohatiewe	inkoatiewe
inkomsteongelykheid	inkomste-ongelykheid
inkvisink	inkvis-ink
inligtingsrewolusie	inligtingsrevolusie
inligtingstegnologiedepartement	inligtingstegnologie-departement
inligtingstegnologieonderrig	inligtingstegnologie-onderrig
inligtingstegnologieonderrig	Inligtingstegnologie-onderrig
inligtingstegnologiesektor	inligtingstegnologie-sektor
innie	in'ie
insekte-etend	insekteëtend
insekte-etende	insekteëtende
insekte-eter	insekteëter
insekte-eters	insekteëters
Instagramaanhanger	Instagram-aanhanger
Instagramaanhangers	Instagram-aanhangers
Instagramgenerasie	Instagram-generasie
Instagramplasing	Instagram-plasing
Instagramplasings	Instagram-plasings
intelligensieagentskap	intelligensie-agentskap
intelligensieagentskappe	intelligensie-agentskappe
intensiewesorgeenhede	intensiewesorg-eenhede
intensiewesorgeenheid	intensiewesorg-eenheid
inter_alia	Inter_alia
interaksiesituasie	interaksie-situasie
interaksiesituasies	interaksie-situasies
internetbankbesonderhede	internet-bankbesonderhede
internetradiostasie	internet-radiostasie
internetradiostasies	internet-radiostasies
internettoegang	internet-toegang
internskapassessering	internskap-assessering
internskapgeleenthede	internskap-geleenthede
internskapgeleentheid	internskap-geleentheid
internskaptydperk	internskap-tydperk
internskaptydperke	internskap-tydperke
internuntius	internunsius
internuntiusse	internunsiusse
interpretasiekwessie	interpretasie-kwessie
interpretasiekwessies	interpretasie-kwessies
interstaatsnelweë	interstaat-snelweë
interstaatsnelweg	interstaat-snelweg
intraäbdominaal	intra-abdominaal
intraäbdominale	intra-abdominale
intraärterieel	intra-arterieel
intraärteriële	intra-arteriële
Inuïet	Inuit
Inuïet	Inuït
Inuïete	Inuite
Inuïete	Inuïte
Inxurivier	Inxu-rivier
Inzingarivier	Inzinga-rivier
ipso_jure	ipso_iure
ipso_jure	Ipso_iure
ipso_jure	Ipso_jure
ipso_jure-beslissing	ipso_iure-beslissing
ipso_jure-beslissing	Ipso_iure-beslissing
ipso_jure-beslissing	Ipso_jure-beslissing
ipso_jure-beslissinge	ipso_iure-beslissinge
ipso_jure-beslissinge	Ipso_iure-beslissinge
ipso_jure-beslissinge	Ipso_jure-beslissinge
ipso_jure-beslissings	ipso_iure-beslissings
ipso_jure-beslissings	Ipso_iure-beslissings
ipso_jure-beslissings	Ipso_jure-beslissings
Irakkees	Irakees
Irakkese	Irakese
Irannees	Iranees
Irannese	Iranese
is-gelyk-aanteken	is-gelyk-aan-teken
is-gelyk-aantekens	is-gelyk-aan-tekens
isibongo	izibongo
isibongo's	izibongo's
isiZulu-klas	isiZuluklas	
isiZulu-klasse	isiZuluklasse
iskemie	ischemie
iskemie	isgemie
iskemies	ischemies
iskemies	isgemies
iskemiese	ischemiese
iskemiese	isgemiese
iskias	ischias
iskias	isgias
iskiaties	ischiaties
iskiaties	isgiaties
iskiatiese	ischiatiese
iskiatiese	isgiatiese
islamterroris	Islam-terroris
islamterroriste	Islam-terroriste
isoëlektries	isoelektries
isoëlektries	iso-elektries
isoëlektriese	isoelektriese
isoëlektriese	iso-elektriese
isotoopafhanklik	isotoop-afhanklik
isotoopafhanklike	isotoop-afhanklike
Isourië	Isaurië
Isouriër	Isauriër
Isouriërs	Isauriërs
Isouries	Isauries
Isouriese	Isauriese
Istanboel	Istanbul
Istanboeler	Istanbuler
Istanboelers	Istanbulers
Istanboels	Istanbuls
Istanboelse	Istanbulse
Ivan_Arendsestraat	Ivan_Arendse-straat
izinyokaelektrisiteit	izinyoka-elektrisiteit
Izjewsk	Izhewsk
J.G._Strijdomtoring	J.G._Strijdom-toring
J.G._Strijdomtoring	JG_Strijdomtoring
J.G._Strijdomtoring	JG_Strijdom-toring
jaarin_en_jaaruit	jaar_in_en_jaar_uit
jaarin_en_jaaruit	Jaar_in_en_jaar_uit
jaarin_en_jaaruit	Jaarin_en_jaaruit
jaart	yard
jaarts	yards
Jabulaniwinkelsentrum	Jabulani-winkelsentrum
Jacaranda_FM	JacarandaFM
jack_russell	Jack_Russell
jack_russells	Jack_Russells
Jacob_Maréstraat	Jacob_Marestraat
Jacob_Maréstraat	Jacob_Mare-straat
Jacob_Maréstraat	Jacob_Maré-straat
Jagerrylaan	Jager-rylaan
Jaggerbiblioteek	Jagger-biblioteek
jagluiperdpaartjie	jagluiperd-paartjie
jagluiperdpaartjies	jagluiperd-paartjies
jagter-versamelaar	jagterversamelaar
jagter-versamelaargemeenskap	jagter-versamelaar-gemeenskap
jagter-versamelaargemeenskappe	jagter-versamelaar-gemeenskappe
jagter-versamelaarkultuur	jagterversamelaarkultuur
jagter-versamelaars	jagterversamelaars
Jahwe	Jahweh
Jakarandakinderhuis	Jakaranda-kinderhuis
jalapeno	jalapeño
jalapeno's	jalapeños
jalapeno's	jalapeño's
jambalaia	jambalaya
James_Morokalaan	James_Moroka-laan
Jamesoninval	Jameson-inval
Jan_Brandstraat	Jan_Brand-straat
Jan_Hofmeyerplein	Jan_Hofmeyer-plein
Jan_Hofmeyerstraat	Jan_Hofmeyer-straat
Jan_Jonkerweg	Jan_Jonker_Weg
Jan_Jonkerweg	Jan_Jonker-weg
Jan_Kempdorp	Jankempdorp
Jan_Phillipsbergpad	Jan_Phillips-bergpad
Jan_Phillipspad	Jan_Phillips-pad
Jan_Rabieprys	Jan_Rabie-prys
Jan_Rap	Janrap
Jan_Shobaweg	Jan_Shoba-weg
Jan_Smutslughawe	Jan_Smuts-lughawe
Jan_Smutsrylaan	Jan_Smuts-rylaan
Jan_Smutsstraat	Jan_Smuts-straat
Jan_Steynstraat	Jan_Steyn-straat
Jan_van_Riebeeckrylaan	Jan_van_Riebeeck-rylaan
Jan_van_Riebeeckstraat	Jan_van_Riebeeck-straat
Jan_van_Riebeeckweg	Jan_van_Riebeeck-weg
Jan_Wilkenstadion	Jan_Wilken-stadion
Jangroentjiestraat	Jan_Groentjiestraat
Jangroentjiestraat	Jan_Groentjie-straat
Jangroentjiestraat	Jangroentjie-straat
Jannie_van_Rooyenstraat	Jannie_Van_Rooyenstraat
January_Masilelarylaan	January_Masilela-rylaan
Japie_Mackleinstraat	Japie_Macklein-straat
Jason_Adamsstraat	Jason_Adams-straat
Jason_Hamutenya_Ndadistraat	Jason_Hamutenya_Ndadi-straat
jazzikone	jazz-ikone
jazzikoon	jazz-ikoon
jazzkunstenaar	jazz-kunstenaar
jazzkunstenaars	jazz-kunstenaars
Jazzman_Mokgothuhoofweg	Jazzman_Mokgothu-hoofweg
jazzmusikant	jazz-musikant
jazzmusikante	jazz-musikante
je_ne_sais_quoi	Je_ne_sais_quoi
Jeff_Masemolarylaan	Jeff_Masemola-rylaan
Jeff_Masemolastraat	Jeff_Masemola-straat
jen	yen
jerseykoei	jersey-koei
jerseykoei	Jersey-koei
jerseykoeie	jersey-koeie
jerseykoeie	Jersey-koeie
jesuïeteorde	jesuïete-orde
jesuïeteorde	Jesuïete-orde
jeugwerkpraktyk	jeugwerk-praktyk
Jip_de_Jagerrylaan	Jip_de_Jager-rylaan
Jip_de_Jagerrylaan	Jip_De_Jagerrylaan
Jip_de_Jagerrylaan	Jip_De_Jager-rylaan
Joan_Harrisonstraat	Joan_Harrison-straat
João	Joao
Joe_Slovorylaan	Joe_Slovo-rylaan
joejitsoe	jujitsu
joep-joep	joepjoep
joep-joeps	joepjoeps
jogurt	joghurt
jogurtmarinade	joghurtmarinade
jogurtmarinades	joghurtmarinades
jogurtplantjie	joghurtplantjie
jogurtplantjies	joghurtplantjies
Johan_Britzstraat	Johan_Britz-straat
Johan_Heynsrylaan	Johan_Heyns-rylaan
Johannes_Ramokhoasestraat	Johannes_Ramokhoase-straat
Johannesburgse_Simfonieorkes	Johannesburgse_simfonieorkes
Johannesburgse_Simfonieorkes	Johannesburgse_simfonie-orkes
Johannesburgse_Simfonieorkes	Johannesburgse_Simfonieorkes
Johannesburgse_Simfonieorkes	Johannesburgse_Simfonie-orkes
Johannesevangelie	Johannes-evangelie
John_Ludwigstraat	John_Ludwig-straat
John_Meinertstraat	John_Meinert-straat
John_Vorsterbrug	John_Vorster-brug
John_Xavier_Merrimanstraat	John_X._Merrimanstraat
John_Xavier_Merrimanstraat	John_X._Merriman-straat
John_Xavier_Merrimanstraat	John_X_Merrimanstraat
John_Xavier_Merrimanstraat	John_X_Merriman-straat
John_Xavier_Merrimanstraat	John_Xavier_Merriman-straat
joie_de_vivre	Joie_de_vivre
jojo	jo-jo
jojo's	jo-jo's
Jokohama	Yokohama
jolliepatrollie	jollie-patrollie
jolliepatrollies	jollie-patrollies
Jom_Kippoeroorlog	Jom_Kippoer-oorlog
jongaardekreasionis	jong-aarde-kreasionis
jongaardekreasionisme	jong-aarde-kreasionisme
jongaardekreasioniste	jong-aarde-kreasioniste
Joseph_Mukwayu_Ithanastraat	Joseph_Mukwayu_Ithana-straat
juan	yuan
Judasa	JUDASA
jukka	yucca
jukkabome	yuccabome
jukkaboom	yuccaboom
jukkas	yuccas
juliëtkappie	julietkappie
juliëtkappies	julietkappies
Julius_Nyererestraat	Julius_Nyerere-straat
Juniesonkeerpunt	Junie-sonkeerpunt
jura	iura
Juraperiode	Jura-periode
jure_et_facto	iure_et_facto
jure_et_facto	Iure_et_facto
jure_et_facto	Jure_et_facto
jus	ius
jus_belli	ius_belli
jus_belli	Ius_belli
jus_belli	Jus_belli
jus_belli_ac_pacis	ius_belli_ac_pacis
jus_belli_ac_pacis	Ius_belli_ac_pacis
jus_belli_ac_pacis	Jus_belli_ac_pacis
jus_civile	ius_civile
jus_civile	Ius_civile
jus_civile	Jus_civile
jus_commune	ius_commune
jus_commune	Ius_commune
jus_commune	Jus_commune
jus_criminale	ius_criminale
jus_criminale	Ius_criminale
jus_criminale	Jus_criminale
jus_divinum	ius_divinum
jus_divinum	Ius_divinum
jus_divinum	Jus_divinum
jus_ecclesiasticum	ius_ecclesiasticum
jus_ecclesiasticum	Ius_ecclesiasticum
jus_ecclesiasticum	Jus_ecclesiasticum
jus_fruendi	ius_fruendi
jus_fruendi	Ius_fruendi
jus_fruendi	Jus_fruendi
jus_gentium	ius_gentium
jus_gentium	Ius_gentium
jus_gentium	Jus_gentium
jus_mariti	ius_mariti
jus_mariti	Ius_mariti
jus_mariti	Jus_mariti
jus_privatum	ius_privatum
jus_privatum	Ius_privatum
jus_privatum	Jus_privatum
jus_promovendi	ius_promovendi
jus_promovendi	Ius_promovendi
jus_promovendi	Jus_promovendi
jus_publicum	ius_publicum
jus_publicum	Ius_publicum
jus_publicum	Jus_publicum
jus_retentionis	ius_retentionis
jus_retentionis	Ius_retentionis
jus_retentionis	Jus_retentionis
jus_talionis	ius_talionis
jus_talionis	Ius_talionis
jus_talionis	Jus_talionis
Justice_Mahomedstraat	Justice_Mahomed-straat
Kaap_Agulhasvuurtoring	Kaap_Agulhas-vuurtoring
Kaap_Columbinevuurtoring	Kaap_Columbine-vuurtoring
Kaap_Sealvuurtoring	Kaap_Seal-vuurtoring
Kaap_St._Lucia	Kaap_St_Lucia
Kaap_Verdies	Kaap-Verdies
Kaap_Verdiese	Kaap-Verdiese
Kaapse_Draai	Kaapsedraai
Kaapse_Instituut_vir_Landbouopleiding	Kaapse_Instituut_vir_Landbou-opleiding
Kaapse_Skiereiland-Universiteit_vir_Tegnologie	Kaapse_Skiereiland_Universiteit_vir_Tegnologie
Kaapsgebore	Kaaps-gebore
Kaapstadomgewing	Kaapstad-omgewing
Kaapsupergroep	Kaap-Supergroep
Kaapvaalkraton	Kaapvaal-kraton
kaas-en-hamcroissant	kaas-en-ham-croissant
kaas-en-hamcroissante	kaas-en-ham-croissante
kaas-en-hamcroissants	kaas-en-ham-croissants
kaas-en-wyngesellighede	kaas-en-wyn-gesellighede
kaas-en-wyngeselligheid	kaas-en-wyn-geselligheid
kaas-en-wynonthaal	kaas-en-wyn-onthaal	
kaas-en-wynonthale	kaas-en-wyn-onthale	
kaas-en-wynpartytjie	kaas-en-wyn-partytjie
kaas-en-wynpartytjies	kaas-en-wyn-partytjies
Kabegapark	Kabega_Park
kabosjon	cabochon
kabosjonne	cabochonne
kabosjons	cabochons
kadawerien	kadaverien
kadawerine	kadaverine
kafeearea	kafee-area
kafeeareas	kafee-areas
kafee-restaurant	kafee-restourant
kafee-restaurante	kafee-restourante
kafee-restaurants	kafee-restourants
kafeïen	kaffeïen
kafeïengehalte	kaffeïengehalte
kafeïeninhoud	kaffeïeninhoud
kafeïenvergiftiging	kaffeïenvergiftiging
kafeïenvry	kaffeïenvry
kafeïenvrye	kaffeïenvrye
kafeïne	kaffeïne
kafeïnegehalte	kaffeïnegehalte
kafeïne-inhoud	kaffeïne-inhoud
kafeïnevergiftiging	kaffeïnevergiftiging
kafeïnevry	kaffeïnevry
kafeïnevrye	kaffeïnevrye
kafeteriaete	kafeteria-ete
kafeteriaetes	kafeteria-etes
Kaffrariëmuseum	Kaffrarië-museum
kaiing	kaaiing
kaiings	kaaiings
kajakrit	kayakrit
kajakritte	kayakritte
kakkieslaai	kakkies-laai
Kalafonghospitaal	Kalafong-hospitaal
Kalaharibekken	Kalahari-bekken
Kalahariboer	Kalahari-boer
Kalahariboere	Kalahari-boere
kalamataolyf	calamataolyf
kalamataolyf	calamata-olyf
kalamataolyf	kalamata-olyf
kalamataolywe	calamataolywe
kalamataolywe	calamata-olywe
kalamataolywe	kalamata-olywe
Kalasjnikofgeweer	Kalasjnikof-geweer
Kalasjnikofgewere	Kalasjnikof-gewere
kaldeira	caldeira
kaldeiras	caldeiras
kaldera	caldera
kalderas	calderas
kali_elaichi	Kali_elaichi
kalialuin	kali-aluin
kalifa	khalifa
kalifas	khalifas
kaligulaans	caligulaans
kaligulaanse	caligulaanse
kalipsoklanke	kalipso-klanke
kalipsosanger	kalipso-sanger
kalipsosangers	kalipso-sangers
kaliumdichromaat	kaliumdikromaat
kalkwit	kalk-wit
kalorimeter	kaloriemeter
kalorimeters	kaloriemeters
kalorimetries	kaloriemetries
kalumet	calumet
kalumette	calumette
Kamanassieberge	Kammanassieberge
Kamanassiedam	Kammanassiedam
Kamanassienatuurreservaat	Kamanassie-natuurreservaat
Kamanassienatuurreservaat	Kammanassienatuurreservaat
Kamanassienatuurreservaat	Kammanassie-natuurreservaat
Kamanassierivier	Kammanassierivier
Kamanjabdam	Kamanjab-dam
kamassie	kammassie
kamassies	kammassies
Kamdebooberge	Kamdeboo-berge
kam-en-borselstel	kam-en-borsel-stel
kam-en-borselstelle	kam-en-borsel-stelle
kameraontwerp	kamera-ontwerp
kameraontwerpe	kamera-ontwerpe
kamikaze	kamikaze
kamikazes	kamikazes
kamikazevliegtuie	kamikazevliegtuie
kamikazevliegtuig	kamikazevliegtuig
kammawêreld	kamma-wêreld
kammawêrelde	kamma-wêrelde
kamoeflage	camouflage
kamoefleer	camoufleer
kampadministrasie	kamp-administrasie
kampamptenaar	kamp-amptenaar
kampamptenare	kamp-amptenare
Kampanië	Campanië
kampowerheid	kamp-owerheid
kanasta	canasta
kandidaatentstof	kandidaat-entstof
kandidaatentstowwe	kandidaat-entstowwe
kandidaatprokureur	kandidaat-prokureur
kandidaatprokureurs	kandidaat-prokureurs
kandidaatteenmiddel	kandidaat-teenmiddel
kandidaatteenmiddele	kandidaat-teenmiddele
kandidaatteenmiddels	kandidaat-teenmiddels
kanga	khanga
kangas	khangas
Kangogrotte	Cangogrotte
Kangogrotte	Cango-grotte
Kangogrotte	Kango-grotte
kankerepidemiologie	kanker-epidemiologie
kanna	canna
kannabidiololie	kannabidiol-olie
kannabisintoksikasie	cannabisintoksikasie
kannabisintoksikasie	cannabis-intoksikasie
kannabisintoksikasie	kannabis-intoksikasie
kannas	cannas
Kanonkopwynplaas	Kanonkop-wynplaas
Kansa	KANSA
kant_en_klaar	Kant_en_klaar
Kantienkoppie	Kantien-koppie
kanto	canto
Kantonees	Kantonnees
Kantonese	Kantonnese
kantor	cantor
kantor	cantors
kanto's	canto's
kanunnike	kanunnikke
kapanafees	kapana-fees
kapanafeeste	kapana-feeste
kapanakok	kapana-kok
kapanakokke	kapana-kokke
kapanakoks	kapana-koks
kapanaonderneming	kapana-onderneming
kapanaonderneminge	kapana-onderneminge
kapanaondernemings	kapana-ondernemings
kapitaalmarkeffek	kapitaalmark-effek
kapitaalmarkeffekte	kapitaalmark-effekte
Kapitool	Capitool
Kappadosië	Kappadocië
Kappadosiër	Kappadociër
Kappadosiërs	Kappadociërs
Kappadosies	Kappadocies
Kappadosiese	Kappadociese
kapplergordeldier	Kappler-gordeldier
kapplergordeldiere	Kappler-gordeldiere
karamelspringmielies	karamel-springmielies
karaoke	karaoki
karaokekroeë	karaoke-kroeë
karaokekroeg	karaoke-kroeg
karaokenommer	karaoke-nommer
karaokenommers	karaoke-nommers
karaokesanger	karaoke-sanger
karaokesangers	karaoke-sangers
karaokevideo	karaoke-video
karaokevideo's	karaoke-video's
karas	kar-as
karasse	kar-asse
karatekas	karateka's
kardankoppeling	kardan-koppeling
kardemom	kardamom
kardemompeul	kardamompeul
kardemompeule	kardamompeule
kardemomplant	kardamomplant
kardemomplante	kardamomplante
kardemomsaad	kardamomsaad
kardemomsade	kardamomsade
kardemomvrug	kardamomvrug
kardemomvrugte	kardamomvrugte
kardiologieopleiding	kardiologie-opleiding
kariës	caries
kariës	karies
Karkams	Kharkams
Karkamsafrikaans	Karkams-Afrikaans
Karkamsafrikaans	Kharkams-Afrikaans
Karl_Werner_Liststraat	Karl_Werner_List_Straat
Karl_Werner_Liststraat	Karl_Werner_List-straat
karnotiet	carnotiet
karnotietneerslae	carnotietneerslae
karnotietneerslag	carnotietneerslag
karoleaans	caroleaans
karoleaans	Caroleaans
karoleaanse	caroleaanse
karoleaanse	Caroleaanse
Karooafrikaans	Karoo-Afrikaans
Karoohoogland	Karoo-hoogland
karotis	carotis
Kartaags	Carthaags
Kartaagse	Carthaagse
Kartager	Carthager
Kartagers	Carthagers
Kartago	Carthago
Kartoem	Khartoem
Kartoemer	Khartoemer
Kartoemers	Khartoemers
Kartoems	Khartoems
Kartoemse	Khartoemse
kasino	casino
kasinobedryf	casinobedryf
kasinokompleks	casinokompleks
kasinokomplekse	casinokomplekse
kasino's	casino's
kasinowerker	casinowerker
kasinowerkers	casinowerkers
kasjet	cachet
kasjette	cachette
Kasjmiers	Kasjmirs
Kasjmierse	Kasjmirse
kasteelagtig	kasteel-agtig
kasteelagtige	kasteel-agtige
Kastilië	Castilië
kasusse	casusse
kasusvorm	casusvorm
kasusvorme	casusvorme
kataar	Kathaar
kataars	kathaars
kataars	Kathaars
kataarse	kathaarse
kataarse	Kathaarse
katare	Kathare
katarisme	katharisme
katarisme	Katharisme
